11 & 127.8112552
7 & 87.4533031
12 & 84.6327793
9 & 84.2729588
26 & 77.4556730
4 & 70.8652863
6 & 59.3572409
23 & 58.1520382
13 & 54.4891986
14 & 42.1839486
10 & 32.1272525
3 & 31.4295828
24 & 31.1917950
8 & 30.5017511
27 & 21.3874008
2 & 21.2279964
21 & 20.2024488
5 & 18.4382007
22 & 17.7081937
20 & 15.9296441
19 & 15.5541685
31 & 13.6656379
28 & 13.0621693
15 & 12.3221412
29 & 11.4059505
25 & 8.7710172
30 & 8.5040916
18 & 7.0073467
1 & 6.1954713
16 & 4.4695561
17 & 0.5895999
